metric_optim,lr,fold,NSR,dataset,metric_eval,y
rbp_90,0.1,1,2,Epinions,NDCG,0.9523
rbp_90,0.1,1,2,Epinions,RBP_80,0.793
rbp_90,0.1,1,2,Epinions,RBP_90,0.6121
rbp_90,0.1,1,2,Epinions,RBP_95,0.418
rbp_90,0.1,1,2,Epinions,RR,0.9758
rbp_95,0.1,1,2,Epinions,AP,0.8702
rbp_95,0.01,1,2,Epinions,NDCG,0.951
rbp_95,0.1,1,2,Epinions,RBP_80,0.7913
rbp_95,0.1,1,2,Epinions,RBP_90,0.6116
rbp_95,0.1,1,2,Epinions,RBP_95,0.418
rbp_95,0.01,1,2,Epinions,RR,0.9746
rr,10,1,2,Epinions,AP,0.4982
rr,10,1,2,Epinions,NDCG,0.7765
rr,10,1,2,Epinions,RBP_80,0.5043
rr,10,1,2,Epinions,RBP_90,0.3909
rr,10,1,2,Epinions,RBP_95,0.2887
rr,10,1,2,Epinions,RR,0.8673
ap,1,1,5,Epinions,AP,0.7876
ap,1,1,5,Epinions,NDCG,0.9159
ap,1,1,5,Epinions,RBP_80,0.7408
ap,1,1,5,Epinions,RBP_90,0.5706
ap,1,1,5,Epinions,RBP_95,0.3921
ap,1,1,5,Epinions,RR,0.9566
dcg,3,1,5,Epinions,AP,0.7952
dcg,3,1,5,Epinions,NDCG,0.9196
dcg,3,1,5,Epinions,RBP_80,0.7456
dcg,3,1,5,Epinions,RBP_90,0.5742
dcg,3,1,5,Epinions,RBP_95,0.3943
dcg,3,1,5,Epinions,RR,0.9603
rbp_80,0.01,1,5,Epinions,AP,0.8015
rbp_80,0.01,1,5,Epinions,NDCG,0.9219
rbp_80,0.01,1,5,Epinions,RBP_80,0.7506
rbp_80,0.01,1,5,Epinions,RBP_90,0.5769
rbp_80,0.01,1,5,Epinions,RBP_95,0.3945
rbp_80,0.01,1,5,Epinions,RR,0.9608
rbp_90,0.01,1,5,Epinions,AP,0.8014
rbp_90,0.01,1,5,Epinions,NDCG,0.9216
rbp_90,0.01,1,5,Epinions,RBP_80,0.7502
rbp_90,0.01,1,5,Epinions,RBP_90,0.5772
rbp_90,0.01,1,5,Epinions,RBP_95,0.3949
rbp_90,0.01,1,5,Epinions,RR,0.9595
rbp_95,0.01,1,5,Epinions,AP,0.7984
rbp_95,0.01,1,5,Epinions,NDCG,0.9195
rbp_95,0.01,1,5,Epinions,RBP_80,0.7476
rbp_95,0.01,1,5,Epinions,RBP_90,0.5766
rbp_95,0.01,1,5,Epinions,RBP_95,0.3952
rbp_95,0.01,1,5,Epinions,RR,0.9556
rr,10,1,5,Epinions,AP,0.3288
rr,10,1,5,Epinions,NDCG,0.6674
rr,10,1,5,Epinions,RBP_80,0.3782
rr,10,1,5,Epinions,RBP_90,0.2786
rr,10,1,5,Epinions,RBP_95,0.2043
rr,10,1,5,Epinions,RR,0.7763
ap,10,2,1,Epinions,AP,0.9063
ap,10,2,1,Epinions,NDCG,0.9663
ap,10,2,1,Epinions,RBP_80,0.8132
ap,10,2,1,Epinions,RBP_90,0.6296
ap,10,2,1,Epinions,RBP_95,0.4293
ap,10,2,1,Epinions,RR,0.9847
dcg,10,2,1,Epinions,AP,0.9097
dcg,10,2,1,Epinions,NDCG,0.9677
dcg,10,2,1,Epinions,RBP_80,0.8155
dcg,10,2,1,Epinions,RBP_90,0.631
dcg,10,2,1,Epinions,RBP_95,0.4301
dcg,10,2,1,Epinions,RR,0.9861
rbp_80,0.1,2,1,Epinions,AP,0.9128
rbp_80,0.1,2,1,Epinions,NDCG,0.9684
rbp_80,0.1,2,1,Epinions,RBP_80,0.8169
rbp_80,0.1,2,1,Epinions,RBP_90,0.6318
rbp_80,0.1,2,1,Epinions,RBP_95,0.4303
rbp_80,0.1,2,1,Epinions,RR,0.9847
rbp_90,0.1,2,1,Epinions,AP,0.9127
rbp_90,0.1,2,1,Epinions,NDCG,0.9683
rbp_90,0.1,2,1,Epinions,RBP_80,0.8167
rbp_90,0.1,2,1,Epinions,RBP_90,0.6319
rbp_90,0.1,2,1,Epinions,RBP_95,0.4304
rbp_90,0.1,2,1,Epinions,RR,0.9849
rbp_95,0.1,2,1,Epinions,AP,0.9123
rbp_95,0.1,2,1,Epinions,NDCG,0.968
rbp_95,0.1,2,1,Epinions,RBP_80,0.8164
rbp_95,0.1,2,1,Epinions,RBP_90,0.6318
rbp_95,0.1,2,1,Epinions,RBP_95,0.4304
rbp_95,0.1,2,1,Epinions,RR,0.9843
rr,10,2,1,Epinions,AP,0.6397
rr,10,2,1,Epinions,NDCG,0.8507
rr,10,2,1,Epinions,RBP_80,0.6106
rr,10,2,1,Epinions,RBP_90,0.4807
rr,10,2,1,Epinions,RBP_95,0.3472
rr,10,2,1,Epinions,RR,0.9185
ap,3,2,2,Epinions,AP,0.8649
ap,3,2,2,Epinions,NDCG,0.9503
ap,10,2,2,Epinions,RBP_80,0.7885
ap,10,2,2,Epinions,RBP_90,0.6091
ap,3,2,2,Epinions,RBP_95,0.4168
ap,3,2,2,Epinions,RR,0.9788
dcg,10,2,2,Epinions,AP,0.8697
dcg,10,2,2,Epinions,NDCG,0.9525
dcg,10,2,2,Epinions,RBP_80,0.7919
dcg,10,2,2,Epinions,RBP_90,0.6112
dcg,10,2,2,Epinions,RBP_95,0.418
dcg,3,2,2,Epinions,RR,0.9808
rbp_80,0.1,2,2,Epinions,AP,0.8753
rbp_80,0.1,2,2,Epinions,NDCG,0.9543
rbp_80,0.1,2,2,Epinions,RBP_80,0.7956
rbp_80,0.1,2,2,Epinions,RBP_90,0.6133
rbp_80,0.1,2,2,Epinions,RBP_95,0.4185
rbp_80,0.1,2,2,Epinions,RR,0.9789
rbp_90,0.1,2,2,Epinions,AP,0.875
rbp_90,0.1,2,2,Epinions,NDCG,0.954
rbp_90,0.1,2,2,Epinions,RBP_80,0.7955
rbp_90,0.1,2,2,Epinions,RBP_90,0.6137
rbp_90,0.1,2,2,Epinions,RBP_95,0.4189
rbp_90,0.1,2,2,Epinions,RR,0.979
rbp_95,0.1,2,2,Epinions,AP,0.875
rbp_95,0.1,2,2,Epinions,NDCG,0.954
rbp_95,0.1,2,2,Epinions,RBP_80,0.7955
rbp_95,0.1,2,2,Epinions,RBP_90,0.6137
rbp_95,0.1,2,2,Epinions,RBP_95,0.4189
rbp_95,0.1,2,2,Epinions,RR,0.979
rr,10,2,2,Epinions,AP,0.4985
rr,10,2,2,Epinions,NDCG,0.776
rr,10,2,2,Epinions,RBP_80,0.5048
rr,10,2,2,Epinions,RBP_90,0.3918
rr,10,2,2,Epinions,RBP_95,0.2893
rr,10,2,2,Epinions,RR,0.862
ap,0.1,2,5,Epinions,AP,0.7875
ap,0.1,2,5,Epinions,NDCG,0.916
ap,3,2,5,Epinions,RBP_80,0.7413
ap,3,2,5,Epinions,RBP_90,0.5709
ap,0.1,2,5,Epinions,RBP_95,0.3923
ap,0.1,2,5,Epinions,RR,0.9571
dcg,10,2,5,Epinions,AP,0.7962
dcg,10,2,5,Epinions,NDCG,0.9198
dcg,10,2,5,Epinions,RBP_80,0.7463
dcg,10,2,5,Epinions,RBP_90,0.5751
dcg,3,2,5,Epinions,RBP_95,0.395
dcg,10,2,5,Epinions,RR,0.9594
rbp_80,0.01,2,5,Epinions,AP,0.8013
rbp_80,0.01,2,5,Epinions,NDCG,0.9217
rbp_80,0.01,2,5,Epinions,RBP_80,0.7497
rbp_80,0.01,2,5,Epinions,RBP_90,0.5767
rbp_80,0.01,2,5,Epinions,RBP_95,0.3947
rbp_80,0.01,2,5,Epinions,RR,0.9601
rbp_90,0.01,2,5,Epinions,AP,0.8013
rbp_90,0.01,2,5,Epinions,NDCG,0.9215
rbp_90,0.01,2,5,Epinions,RBP_80,0.7495
rbp_90,0.01,2,5,Epinions,RBP_90,0.577
rbp_90,0.01,2,5,Epinions,RBP_95,0.3952
rbp_90,0.01,2,5,Epinions,RR,0.96
rbp_95,0.01,2,5,Epinions,AP,0.7995
rbp_95,0.01,2,5,Epinions,NDCG,0.9203
rbp_95,0.01,2,5,Epinions,RBP_80,0.748
rbp_95,0.01,2,5,Epinions,RBP_90,0.5768
rbp_95,0.01,2,5,Epinions,RBP_95,0.3955
rbp_95,0.01,2,5,Epinions,RR,0.9583
rr,10,2,5,Epinions,AP,0.3211
rr,10,2,5,Epinions,NDCG,0.6598
rr,10,2,5,Epinions,RBP_80,0.3677
rr,10,2,5,Epinions,RBP_90,0.2719
rr,10,2,5,Epinions,RBP_95,0.201
rr,10,2,5,Epinions,RR,0.76
ap,10,0,1,Home_and_Kitchen,AP,0.7981
ap,3,0,1,Home_and_Kitchen,NDCG,0.9147
ap,10,0,1,Home_and_Kitchen,RBP_80,0.644
ap,10,0,1,Home_and_Kitchen,RBP_90,0.4556
ap,1,0,1,Home_and_Kitchen,RBP_95,0.2855
ap,3,0,1,Home_and_Kitchen,RR,0.9549
dcg,1,0,1,Home_and_Kitchen,AP,0.7998
dcg,1,0,1,Home_and_Kitchen,NDCG,0.9159
dcg,1,0,1,Home_and_Kitchen,RBP_80,0.6451
dcg,1,0,1,Home_and_Kitchen,RBP_90,0.4559
dcg,1,0,1,Home_and_Kitchen,RBP_95,0.2855
dcg,0.1,0,1,Home_and_Kitchen,RR,0.9569
rbp_80,0.01,0,1,Home_and_Kitchen,AP,0.8017
rbp_80,0.1,0,1,Home_and_Kitchen,NDCG,0.9167
rbp_80,0.1,0,1,Home_and_Kitchen,RBP_80,0.6467
rbp_80,0.1,0,1,Home_and_Kitchen,RBP_90,0.4558
rbp_80,0.1,0,1,Home_and_Kitchen,RBP_95,0.2854
rbp_80,0.1,0,1,Home_and_Kitchen,RR,0.9581
rbp_90,0.01,0,1,Home_and_Kitchen,AP,0.8017
rbp_90,0.1,0,1,Home_and_Kitchen,NDCG,0.9167
rbp_90,0.1,0,1,Home_and_Kitchen,RBP_80,0.6467
rbp_90,0.1,0,1,Home_and_Kitchen,RBP_90,0.4558
rbp_90,0.1,0,1,Home_and_Kitchen,RBP_95,0.2854
rbp_90,0.1,0,1,Home_and_Kitchen,RR,0.9581
rbp_95,0.01,0,1,Home_and_Kitchen,AP,0.8017
rbp_95,0.1,0,1,Home_and_Kitchen,NDCG,0.9167
rbp_95,0.1,0,1,Home_and_Kitchen,RBP_80,0.6467
rbp_95,0.1,0,1,Home_and_Kitchen,RBP_90,0.4558
rbp_95,0.1,0,1,Home_and_Kitchen,RBP_95,0.2854
rbp_95,0.1,0,1,Home_and_Kitchen,RR,0.9581
rr,10,0,1,Home_and_Kitchen,AP,0.6295
rr,10,0,1,Home_and_Kitchen,NDCG,0.8194
rr,10,0,1,Home_and_Kitchen,RBP_80,0.5113
rr,10,0,1,Home_and_Kitchen,RBP_90,0.3905
rr,10,0,1,Home_and_Kitchen,RBP_95,0.2604
rr,10,0,1,Home_and_Kitchen,RR,0.8546
ap,0.1,0,2,Home_and_Kitchen,AP,0.7063
ap,0.1,0,2,Home_and_Kitchen,NDCG,0.8702
ap,0.1,0,2,Home_and_Kitchen,RBP_80,0.5812
ap,0.1,0,2,Home_and_Kitchen,RBP_90,0.4136
ap,0.1,0,2,Home_and_Kitchen,RBP_95,0.266
ap,0.1,0,2,Home_and_Kitchen,RR,0.9267
dcg,1,0,2,Home_and_Kitchen,AP,0.7078
dcg,1,0,2,Home_and_Kitchen,NDCG,0.8713
dcg,1,0,2,Home_and_Kitchen,RBP_80,0.5826
dcg,1,0,2,Home_and_Kitchen,RBP_90,0.4139
dcg,1,0,2,Home_and_Kitchen,RBP_95,0.2659
dcg,10,0,2,Home_and_Kitchen,RR,0.9288
rbp_80,0.1,0,2,Home_and_Kitchen,AP,0.71
rbp_80,0.01,0,2,Home_and_Kitchen,NDCG,0.8714
rbp_80,0.1,0,2,Home_and_Kitchen,RBP_80,0.5859
rbp_80,0.1,0,2,Home_and_Kitchen,RBP_90,0.4144
rbp_80,0.1,0,2,Home_and_Kitchen,RBP_95,0.2657
rbp_80,0.01,0,2,Home_and_Kitchen,RR,0.927
rbp_90,0.1,0,2,Home_and_Kitchen,AP,0.71
rbp_90,0.01,0,2,Home_and_Kitchen,NDCG,0.8714
rbp_90,0.1,0,2,Home_and_Kitchen,RBP_80,0.5859
rbp_90,0.1,0,2,Home_and_Kitchen,RBP_90,0.4144
rbp_90,0.1,0,2,Home_and_Kitchen,RBP_95,0.2657
rbp_90,0.01,0,2,Home_and_Kitchen,RR,0.927
rbp_95,0.1,0,2,Home_and_Kitchen,AP,0.71
rbp_95,0.01,0,2,Home_and_Kitchen,NDCG,0.8714
rbp_95,0.1,0,2,Home_and_Kitchen,RBP_80,0.5859
rbp_95,0.1,0,2,Home_and_Kitchen,RBP_90,0.4144
rbp_95,0.1,0,2,Home_and_Kitchen,RBP_95,0.2657
rbp_95,0.01,0,2,Home_and_Kitchen,RR,0.927
rr,10,0,2,Home_and_Kitchen,AP,0.4824
rr,10,0,2,Home_and_Kitchen,NDCG,0.7326
rr,10,0,2,Home_and_Kitchen,RBP_80,0.3933
rr,10,0,2,Home_and_Kitchen,RBP_90,0.3117
rr,10,0,2,Home_and_Kitchen,RBP_95,0.2231
rr,10,0,2,Home_and_Kitchen,RR,0.7683
ap,1,0,5,Home_and_Kitchen,AP,0.5755
ap,1,0,5,Home_and_Kitchen,NDCG,0.7967
ap,1,0,5,Home_and_Kitchen,RBP_80,0.4987
ap,1,0,5,Home_and_Kitchen,RBP_90,0.3503
ap,1,0,5,Home_and_Kitchen,RBP_95,0.2293
ap,1,0,5,Home_and_Kitchen,RR,0.8721
dcg,1,0,5,Home_and_Kitchen,AP,0.5778
dcg,1,0,5,Home_and_Kitchen,NDCG,0.7979
dcg,1,0,5,Home_and_Kitchen,RBP_80,0.5003
dcg,1,0,5,Home_and_Kitchen,RBP_90,0.3509
dcg,1,0,5,Home_and_Kitchen,RBP_95,0.2294
dcg,1,0,5,Home_and_Kitchen,RR,0.873
rbp_80,0.01,0,5,Home_and_Kitchen,AP,0.5777
rbp_80,0.01,0,5,Home_and_Kitchen,NDCG,0.7963
rbp_80,0.01,0,5,Home_and_Kitchen,RBP_80,0.5016
rbp_80,0.01,0,5,Home_and_Kitchen,RBP_90,0.352
rbp_80,0.01,0,5,Home_and_Kitchen,RBP_95,0.2295
rbp_80,0.01,0,5,Home_and_Kitchen,RR,0.8669
rbp_90,0.01,0,5,Home_and_Kitchen,AP,0.5777
rbp_90,0.01,0,5,Home_and_Kitchen,NDCG,0.7963
rbp_90,0.01,0,5,Home_and_Kitchen,RBP_80,0.5016
rbp_90,0.01,0,5,Home_and_Kitchen,RBP_90,0.352
rbp_90,0.01,0,5,Home_and_Kitchen,RBP_95,0.2295
rbp_90,0.01,0,5,Home_and_Kitchen,RR,0.8669
rbp_95,0.01,0,5,Home_and_Kitchen,AP,0.5778
rbp_95,0.01,0,5,Home_and_Kitchen,NDCG,0.7964
rbp_95,0.01,0,5,Home_and_Kitchen,RBP_80,0.5015
rbp_95,0.01,0,5,Home_and_Kitchen,RBP_90,0.352
rbp_95,0.01,0,5,Home_and_Kitchen,RBP_95,0.2295
rbp_95,0.01,0,5,Home_and_Kitchen,RR,0.8675
rr,10,0,5,Home_and_Kitchen,AP,0.3121
rr,10,0,5,Home_and_Kitchen,NDCG,0.6138
rr,10,0,5,Home_and_Kitchen,RBP_80,0.2648
rr,10,0,5,Home_and_Kitchen,RBP_90,0.2038
rr,10,0,5,Home_and_Kitchen,RBP_95,0.1571
rr,10,0,5,Home_and_Kitchen,RR,0.6457
ap,3,1,1,Home_and_Kitchen,AP,0.7983
ap,3,1,1,Home_and_Kitchen,NDCG,0.9148
ap,10,1,1,Home_and_Kitchen,RBP_80,0.6444
ap,3,1,1,Home_and_Kitchen,RBP_90,0.4557
ap,3,1,1,Home_and_Kitchen,RBP_95,0.2856
ap,1,1,1,Home_and_Kitchen,RR,0.9532
dcg,0.1,1,1,Home_and_Kitchen,AP,0.8005
dcg,0.1,1,1,Home_and_Kitchen,NDCG,0.9163
dcg,0.1,1,1,Home_and_Kitchen,RBP_80,0.6458
dcg,0.1,1,1,Home_and_Kitchen,RBP_90,0.4561
dcg,0.1,1,1,Home_and_Kitchen,RBP_95,0.2856
dcg,1,1,1,Home_and_Kitchen,RR,0.9564
rbp_80,0.01,1,1,Home_and_Kitchen,AP,0.802
rbp_80,0.01,1,1,Home_and_Kitchen,NDCG,0.917
rbp_80,0.01,1,1,Home_and_Kitchen,RBP_80,0.6471
rbp_80,0.01,1,1,Home_and_Kitchen,RBP_90,0.4559
rbp_80,0.01,1,1,Home_and_Kitchen,RBP_95,0.2854
rbp_80,0.1,1,1,Home_and_Kitchen,RR,0.9573
rbp_90,0.01,1,1,Home_and_Kitchen,AP,0.802
rbp_90,0.01,1,1,Home_and_Kitchen,NDCG,0.917
rbp_90,0.01,1,1,Home_and_Kitchen,RBP_80,0.6471
rbp_90,0.01,1,1,Home_and_Kitchen,RBP_90,0.4559
rbp_90,0.01,1,1,Home_and_Kitchen,RBP_95,0.2854
rbp_90,0.1,1,1,Home_and_Kitchen,RR,0.9573
rbp_95,0.01,1,1,Home_and_Kitchen,AP,0.802
rbp_95,0.01,1,1,Home_and_Kitchen,NDCG,0.917
rbp_95,0.01,1,1,Home_and_Kitchen,RBP_80,0.6471
rbp_95,0.01,1,1,Home_and_Kitchen,RBP_90,0.4559
rbp_95,0.01,1,1,Home_and_Kitchen,RBP_95,0.2854
rbp_95,0.1,1,1,Home_and_Kitchen,RR,0.9573
rr,10,1,1,Home_and_Kitchen,AP,0.6286
rr,10,1,1,Home_and_Kitchen,NDCG,0.8188
rr,10,1,1,Home_and_Kitchen,RBP_80,0.5106
rr,10,1,1,Home_and_Kitchen,RBP_90,0.3903
rr,10,1,1,Home_and_Kitchen,RBP_95,0.2604
rr,10,1,1,Home_and_Kitchen,RR,0.8525
ap,1,1,2,Home_and_Kitchen,AP,0.7062
ap,0.1,1,2,Home_and_Kitchen,NDCG,0.8698
ap,1,1,2,Home_and_Kitchen,RBP_80,0.5813
ap,3,1,2,Home_and_Kitchen,RBP_90,0.4136
ap,3,1,2,Home_and_Kitchen,RBP_95,0.2659
ap,10,1,2,Home_and_Kitchen,RR,0.924
dcg,1,1,2,Home_and_Kitchen,AP,0.7088
dcg,0.1,1,2,Home_and_Kitchen,NDCG,0.8717
dcg,1,1,2,Home_and_Kitchen,RBP_80,0.5835
dcg,1,1,2,Home_and_Kitchen,RBP_90,0.4143
dcg,0.1,1,2,Home_and_Kitchen,RBP_95,0.266
dcg,10,1,2,Home_and_Kitchen,RR,0.9281
rbp_80,0.1,1,2,Home_and_Kitchen,AP,0.7099
rbp_80,0.1,1,2,Home_and_Kitchen,NDCG,0.8718
rbp_80,0.1,1,2,Home_and_Kitchen,RBP_80,0.5861
rbp_80,0.1,1,2,Home_and_Kitchen,RBP_90,0.4144
rbp_80,0.1,1,2,Home_and_Kitchen,RBP_95,0.2656
rbp_80,0.1,1,2,Home_and_Kitchen,RR,0.9279
rbp_90,0.1,1,2,Home_and_Kitchen,AP,0.7099
rbp_90,0.1,1,2,Home_and_Kitchen,NDCG,0.8718
rbp_90,0.1,1,2,Home_and_Kitchen,RBP_80,0.5861
rbp_90,0.1,1,2,Home_and_Kitchen,RBP_90,0.4144
rbp_90,0.1,1,2,Home_and_Kitchen,RBP_95,0.2656
rbp_90,0.1,1,2,Home_and_Kitchen,RR,0.9279
rbp_95,0.1,1,2,Home_and_Kitchen,AP,0.7099
rbp_95,0.1,1,2,Home_and_Kitchen,NDCG,0.8718
rbp_95,0.1,1,2,Home_and_Kitchen,RBP_80,0.5861
rbp_95,0.1,1,2,Home_and_Kitchen,RBP_90,0.4144
rbp_95,0.1,1,2,Home_and_Kitchen,RBP_95,0.2656
rbp_95,0.1,1,2,Home_and_Kitchen,RR,0.9279
rr,10,1,2,Home_and_Kitchen,AP,0.4815
rr,10,1,2,Home_and_Kitchen,NDCG,0.7321
rr,10,1,2,Home_and_Kitchen,RBP_80,0.3936
rr,10,1,2,Home_and_Kitchen,RBP_90,0.3118
rr,10,1,2,Home_and_Kitchen,RBP_95,0.2231
rr,10,1,2,Home_and_Kitchen,RR,0.7692
ap,1,1,5,Home_and_Kitchen,AP,0.5757
ap,1,1,5,Home_and_Kitchen,NDCG,0.7969
ap,1,1,5,Home_and_Kitchen,RBP_80,0.4992
ap,0.1,1,5,Home_and_Kitchen,RBP_90,0.3503
ap,0.1,1,5,Home_and_Kitchen,RBP_95,0.2292
ap,1,1,5,Home_and_Kitchen,RR,0.8711
dcg,1,1,5,Home_and_Kitchen,AP,0.578
dcg,1,1,5,Home_and_Kitchen,NDCG,0.798
dcg,1,1,5,Home_and_Kitchen,RBP_80,0.5007
dcg,1,1,5,Home_and_Kitchen,RBP_90,0.3509
dcg,1,1,5,Home_and_Kitchen,RBP_95,0.2292
dcg,1,1,5,Home_and_Kitchen,RR,0.8713
rbp_80,0.01,1,5,Home_and_Kitchen,AP,0.5779
rbp_80,0.01,1,5,Home_and_Kitchen,NDCG,0.7966
rbp_80,0.01,1,5,Home_and_Kitchen,RBP_80,0.502
rbp_80,0.01,1,5,Home_and_Kitchen,RBP_90,0.3521
rbp_80,0.01,1,5,Home_and_Kitchen,RBP_95,0.2295
rbp_80,0.01,1,5,Home_and_Kitchen,RR,0.8663
rbp_90,0.01,1,5,Home_and_Kitchen,AP,0.5779
rbp_90,0.01,1,5,Home_and_Kitchen,NDCG,0.7966
rbp_90,0.01,1,5,Home_and_Kitchen,RBP_80,0.502
rbp_90,0.01,1,5,Home_and_Kitchen,RBP_90,0.3521
rbp_90,0.01,1,5,Home_and_Kitchen,RBP_95,0.2295
rbp_90,0.01,1,5,Home_and_Kitchen,RR,0.8663
rbp_95,0.01,1,5,Home_and_Kitchen,AP,0.5779
rbp_95,0.01,1,5,Home_and_Kitchen,NDCG,0.7966
rbp_95,0.01,1,5,Home_and_Kitchen,RBP_80,0.502
rbp_95,0.01,1,5,Home_and_Kitchen,RBP_90,0.3521
rbp_95,0.01,1,5,Home_and_Kitchen,RBP_95,0.2295
rbp_95,0.01,1,5,Home_and_Kitchen,RR,0.8663
rr,10,1,5,Home_and_Kitchen,AP,0.3106
rr,10,1,5,Home_and_Kitchen,NDCG,0.6131
rr,10,1,5,Home_and_Kitchen,RBP_80,0.2642
rr,10,1,5,Home_and_Kitchen,RBP_90,0.2034
rr,10,1,5,Home_and_Kitchen,RBP_95,0.1568
rr,10,1,5,Home_and_Kitchen,RR,0.6483
ap,1,2,1,Home_and_Kitchen,AP,0.7983
ap,3,2,1,Home_and_Kitchen,NDCG,0.915
ap,1,2,1,Home_and_Kitchen,RBP_80,0.6442
ap,1,2,1,Home_and_Kitchen,RBP_90,0.4556
ap,10,2,1,Home_and_Kitchen,RBP_95,0.2856
ap,3,2,1,Home_and_Kitchen,RR,0.9544
dcg,0.1,2,1,Home_and_Kitchen,AP,0.7995
dcg,0.1,2,1,Home_and_Kitchen,NDCG,0.916
dcg,0.1,2,1,Home_and_Kitchen,RBP_80,0.645
dcg,1,2,1,Home_and_Kitchen,RBP_90,0.4558
dcg,0.1,2,1,Home_and_Kitchen,RBP_95,0.2855
dcg,3,2,1,Home_and_Kitchen,RR,0.9571
rbp_80,0.01,2,1,Home_and_Kitchen,AP,0.8013
rbp_80,0.1,2,1,Home_and_Kitchen,NDCG,0.9167
rbp_80,0.1,2,1,Home_and_Kitchen,RBP_80,0.6467
rbp_80,0.1,2,1,Home_and_Kitchen,RBP_90,0.4558
rbp_80,0.1,2,1,Home_and_Kitchen,RBP_95,0.2854
rbp_80,0.1,2,1,Home_and_Kitchen,RR,0.9581
rbp_90,0.01,2,1,Home_and_Kitchen,AP,0.8013
rbp_90,0.1,2,1,Home_and_Kitchen,NDCG,0.9167
rbp_90,0.1,2,1,Home_and_Kitchen,RBP_80,0.6467
rbp_90,0.1,2,1,Home_and_Kitchen,RBP_90,0.4558
rbp_90,0.1,2,1,Home_and_Kitchen,RBP_95,0.2854
rbp_90,0.1,2,1,Home_and_Kitchen,RR,0.9581
rbp_95,0.01,2,1,Home_and_Kitchen,AP,0.8013
rbp_95,0.1,2,1,Home_and_Kitchen,NDCG,0.9167
rbp_95,0.1,2,1,Home_and_Kitchen,RBP_80,0.6467
rbp_95,0.1,2,1,Home_and_Kitchen,RBP_90,0.4558
rbp_95,0.1,2,1,Home_and_Kitchen,RBP_95,0.2854
rbp_95,0.1,2,1,Home_and_Kitchen,RR,0.9581
rr,10,2,1,Home_and_Kitchen,AP,0.6294
rr,10,2,1,Home_and_Kitchen,NDCG,0.819
rr,10,2,1,Home_and_Kitchen,RBP_80,0.5111
rr,10,2,1,Home_and_Kitchen,RBP_90,0.3906
rr,10,2,1,Home_and_Kitchen,RBP_95,0.2606
rr,10,2,1,Home_and_Kitchen,RR,0.8515
ap,0.1,2,2,Home_and_Kitchen,AP,0.7058
ap,0.1,2,2,Home_and_Kitchen,NDCG,0.8698
ap,0.1,2,2,Home_and_Kitchen,RBP_80,0.581
ap,0.1,2,2,Home_and_Kitchen,RBP_90,0.4135
ap,0.1,2,2,Home_and_Kitchen,RBP_95,0.2659
ap,0.1,2,2,Home_and_Kitchen,RR,0.9252
dcg,1,2,2,Home_and_Kitchen,AP,0.7071
dcg,0.1,2,2,Home_and_Kitchen,NDCG,0.8709
dcg,1,2,2,Home_and_Kitchen,RBP_80,0.5823
dcg,0.1,2,2,Home_and_Kitchen,RBP_90,0.4136
dcg,3,2,2,Home_and_Kitchen,RBP_95,0.2658
dcg,0.1,2,2,Home_and_Kitchen,RR,0.928
rbp_80,0.1,2,2,Home_and_Kitchen,AP,0.7097
rbp_80,0.1,2,2,Home_and_Kitchen,NDCG,0.8718
rbp_80,0.1,2,2,Home_and_Kitchen,RBP_80,0.586
rbp_80,0.1,2,2,Home_and_Kitchen,RBP_90,0.4143
rbp_80,0.1,2,2,Home_and_Kitchen,RBP_95,0.2657
rbp_80,0.1,2,2,Home_and_Kitchen,RR,0.9291
